Day,subject,sex,CS_name,Period,MagEntries,MagDuration
2,35____,M,B-,CSPre,0.33333333333333337,0.5933333333333479
2,35____,M,B+,CS,0.5,0.9733333333333196
2,35____,M,B+,Post,1.8333333333333333,2.4666666666666974
2,35____,M,B+,Pre,0.16666666666666666,0.419999999999997
2,35____,M,B+,CSPre,0.33333333333333337,0.5533333333333226
2,36____,M,A-,CS,0.6666666666666666,0.47333333333339545
2,36____,M,A-,Post,0.3333333333333333,0.963333333333291
2,36____,M,A-,Pre,0,0
2,36____,M,A-,CSPre,0.6666666666666666,0.47333333333339545
2,36____,M,A+,CS,0.3333333333333333,0.306666666666653
2,36____,M,A+,Post,0.8333333333333333,1.3966666666667324
2,36____,M,A+,Pre,0.16666666666666666,0.4566666666666115
2,36____,M,A+,CSPre,0.16666666666666666,-0.1499999999999585
2,36____,M,B-,CS,1,1.416666666666648
2,36____,M,B-,Post,0.8333333333333333,1.2000000000000264
2,36____,M,B-,Pre,1,0.8866666666666325
2,36____,M,B-,CSPre,0,0.5300000000000156
2,36____,M,B+,CS,1,2.1033333333332394
2,36____,M,B+,Post,0.16666666666666666,0.26666666666668937
2,36____,M,B+,Pre,0.16666666666666666,0.330000000000003
2,36____,M,B+,CSPre,0.8333333333333334,1.7733333333332364
2,37____,M,A-,CS,0,0
2,37____,M,A-,Post,0,0
2,37____,M,A-,Pre,0,0
2,37____,M,A-,CSPre,0,0
2,37____,M,A+,CS,0,0
2,37____,M,A+,Post,0.6666666666666666,0.253333333333283
2,37____,M,A+,Pre,0.8333333333333333,0.6066666666666455
2,37____,M,A+,CSPre,-0.8333333333333333,-0.6066666666666455
2,37____,M,B-,CS,0.16666666666666666,0.07000000000001216
2,37____,M,B-,Post,0.16666666666666666,0.13333333333332584
2,37____,M,B-,Pre,0,0
2,37____,M,B-,CSPre,0.16666666666666666,0.07000000000001216
2,37____,M,B+,CS,0,0
2,37____,M,B+,Post,1.8333333333333333,0.8300000000000787
2,37____,M,B+,Pre,0,0
2,37____,M,B+,CSPre,0,0
2,38____,M,A-,CS,0.16666666666666666,0.020000000000000833
2,38____,M,A-,Post,1.3333333333333333,2.236666666666717
2,38____,M,A-,Pre,0.6666666666666666,1.3466666666667304
2,38____,M,A-,CSPre,-0.5,-1.3266666666667295
2,38____,M,A+,CS,0.16666666666666666,0.1066666666666455
2,38____,M,A+,Post,2.6666666666666665,2.333333333333315
2,38____,M,A+,Pre,0.16666666666666666,1.066666666666682
2,38____,M,A+,CSPre,0,-0.9600000000000365
2,38____,M,B-,CS,0,0.08666666666666367
2,38____,M,B-,Post,1.1666666666666667,1.3500000000000418
2,38____,M,B-,Pre,0.6666666666666666,1.5899999999999561
2,38____,M,B-,CSPre,-0.6666666666666666,-1.5033333333332926
2,38____,M,B+,CS,0.5,0.053333333333322665
2,38____,M,B+,Post,2.6666666666666665,3.9333333333332563
2,38____,M,B+,Pre,0.6666666666666666,1.5733333333333044
2,38____,M,B+,CSPre,-0.16666666666666663,-1.5199999999999818
2,39____,M,A-,CS,0.6666666666666666,0.6466666666666848
2,39____,M,A-,Post,0.5,1.0966666666666307
2,39____,M,A-,Pre,0.16666666666666666,0.12999999999998835
2,39____,M,A-,CSPre,0.5,0.5166666666666965
2,39____,M,A+,CS,1.3333333333333333,1.249999999999877
2,39____,M,A+,Post,1.1666666666666667,1.5166666666667177
2,39____,M,A+,Pre,0,0
2,39____,M,A+,CSPre,1.3333333333333333,1.249999999999877
2,39____,M,B-,CS,1,0.460000000000027
2,39____,M,B-,Post,1.3333333333333333,1.6866666666666672
2,39____,M,B-,Pre,0.3333333333333333,0.3199999999999931
2,39____,M,B-,CSPre,0.6666666666666667,0.14000000000003388
2,39____,M,B+,CS,1.3333333333333333,1.6766666666666765
2,39____,M,B+,Post,0.8333333333333333,2.0499999999999168
2,39____,M,B+,Pre,0,0
2,39____,M,B+,CSPre,1.3333333333333333,1.6766666666666765
2,40____,M,A-,CS,0.3333333333333333,0.24333333333335846
2,40____,M,A-,Post,0.3333333333333333,0.11333333333338183
2,40____,M,A-,Pre,0,0
2,40____,M,A-,CSPre,0.3333333333333333,0.24333333333335846
2,40____,M,A+,CS,0,0
2,40____,M,A+,Post,5.333333333333333,4.169999999999959
2,40____,M,A+,Pre,0.16666666666666666,0.02999999999997267
2,40____,M,A+,CSPre,-0.16666666666666666,-0.02999999999997267
2,40____,M,B-,CS,0.16666666666666666,0.020000000000000833
2,40____,M,B-,Post,1,0.5899999999999893
2,40____,M,B-,Pre,0,0
2,40____,M,B-,CSPre,0.16666666666666666,0.020000000000000833
